timestamp,azure_region,service_type,demand_units,capacity_allocator,cost_usd,service_availability_pct,customer_demand_urgency,sla_priority_level
2023-02-22 02:00:00,India-South,Storage,296,Auto,2319.36,96.43,High,Mission-Critical
2023-02-22 03:00:00,India-West,Storage,603,Hybrid,3238.02,96.05,Low,Mission-Critical
2023-02-22 04:00:00,US-West,Compute,371,Auto,1491.29,97.72,High,Mission-Critical
2023-02-22 05:00:00,India-South,Compute,793,Auto,4536.81,95.01,Medium,Standard
2023-02-22 06:00:00,India-West,Storage,117,Auto,1425.85,99.61,Low,Standard
2023-02-22 07:00:00,Europe-North,Storage,206,Manual,3224.07,97.66,High,Standard
2023-02-22 08:00:00,India-South,Storage,628,Manual,4730.95,99.48,Low,Premium
2023-02-22 09:00:00,India-West,Compute,224,Manual,2063.97,96.72,High,Mission-Critical
2023-02-22 10:00:00,India-West,Compute,582,Auto,890.99,95.75,Low,Standard
2023-02-22 11:00:00,US-East,Storage,693,Auto,435.07,95.96,High,Premium
2023-02-22 12:00:00,Europe-North,Storage,103,Hybrid,4818.79,97.35,High,Standard
2023-02-22 13:00:00,US-East,Storage,726,Manual,3842.14,95.2,High,Premium
2023-02-22 14:00:00,US-West,Storage,450,Hybrid,4602.87,98.91,High,Premium
2023-02-22 15:00:00,US-East,Storage,450,Auto,3524.28,98.95,Medium,Standard
2023-02-22 16:00:00,US-East,Storage,748,Manual,1778.0,98.51,Medium,Premium
2023-02-22 17:00:00,India-South,Compute,898,Hybrid,702.78,99.48,Medium,Standard
2023-02-22 18:00:00,India-West,Compute,327,Auto,4653.6,97.75,Medium,Mission-Critical
2023-02-22 19:00:00,Europe-North,Compute,115,Auto,2499.13,97.4,High,Mission-Critical
2023-02-22 20:00:00,US-East,Storage,909,Auto,2042.89,97.65,Medium,Premium
2023-02-22 21:00:00,Europe-North,Storage,524,Manual,2931.18,95.91,Medium,Standard
2023-02-22 22:00:00,US-East,Storage,563,Manual,622.14,97.56,Low,Mission-Critical
2023-02-22 23:00:00,US-West,Compute,823,Hybrid,1615.1,97.71,High,Premium
2023-02-23 00:00:00,US-East,Storage,345,Auto,3225.59,98.82,Low,Mission-Critical
2023-02-23 01:00:00,India-South,Compute,897,Manual,590.6,96.74,Medium,Standard
2023-02-23 02:00:00,India-West,Storage,893,Manual,762.69,95.46,Medium,Premium
2023-02-23 03:00:00,US-West,Storage,276,Auto,2601.88,97.99,Medium,Premium
2023-02-23 04:00:00,US-East,Storage,642,Auto,3154.94,98.94,Medium,Premium
2023-02-23 05:00:00,Europe-North,Compute,608,Hybrid,1016.31,99.85,High,Premium
2023-02-23 06:00:00,US-West,Compute,661,Hybrid,262.11,95.45,High,Premium
2023-02-23 07:00:00,US-West,Compute,754,Hybrid,4796.0,98.73,Medium,Mission-Critical
2023-02-23 08:00:00,US-East,Storage,663,Manual,234.71,97.98,High,Premium
2023-02-23 09:00:00,US-West,Compute,332,Manual,110.06,95.08,Medium,Mission-Critical
2023-02-23 10:00:00,Europe-North,Storage,777,Manual,1684.37,98.59,Medium,Mission-Critical
2023-02-23 11:00:00,US-West,Storage,137,Manual,1190.02,95.13,Low,Premium
2023-02-23 12:00:00,Europe-North,Compute,590,Manual,2910.57,98.93,Medium,Premium
2023-02-23 13:00:00,US-East,Compute,543,Auto,4481.62,98.61,Low,Standard
2023-02-23 14:00:00,India-West,Storage,119,Hybrid,2457.43,98.44,Low,Standard
2023-02-23 15:00:00,US-West,Storage,710,Hybrid,3889.18,95.6,High,Standard
2023-02-23 16:00:00,India-West,Storage,826,Hybrid,4555.21,99.6,Low,Mission-Critical
2023-02-23 17:00:00,Europe-North,Storage,655,Hybrid,1028.06,99.49,High,Standard
2023-02-23 18:00:00,US-West,Compute,210,Auto,2492.72,99.5,High,Mission-Critical
2023-02-23 19:00:00,India-South,Compute,586,Manual,3246.14,96.8,Medium,Mission-Critical
2023-02-23 20:00:00,India-West,Compute,188,Manual,1726.23,97.46,Low,Mission-Critical
2023-02-23 21:00:00,US-West,Storage,418,Manual,3724.79,95.57,High,Premium
2023-02-23 22:00:00,India-West,Storage,217,Hybrid,3556.04,95.26,High,Mission-Critical
2023-02-23 23:00:00,US-West,Storage,533,Hybrid,2163.36,95.29,Low,Standard
2023-02-24 00:00:00,US-East,Compute,338,Auto,530.97,97.84,Medium,Standard
2023-02-24 01:00:00,India-West,Storage,171,Auto,156.69,96.61,Low,Standard
2023-02-24 02:00:00,India-South,Storage,921,Manual,1909.81,97.9,Low,Standard
2023-02-24 03:00:00,India-South,Compute,498,Manual,502.14,97.96,Low,Mission-Critical
2023-02-24 04:00:00,Europe-North,Compute,915,Manual,3929.96,99.54,Medium,Standard
2023-02-24 05:00:00,US-West,Storage,503,Manual,1738.2,99.41,Medium,Mission-Critical
2023-02-24 06:00:00,India-West,Compute,774,Manual,3363.88,98.59,Medium,Premium
2023-02-24 07:00:00,Europe-North,Storage,350,Manual,1797.26,99.09,Low,Standard
2023-02-24 08:00:00,India-West,Compute,968,Hybrid,4000.1,95.02,Medium,Mission-Critical
2023-02-24 09:00:00,US-West,Storage,294,Auto,4453.22,95.08,Low,Mission-Critical
2023-02-24 10:00:00,India-South,Compute,671,Auto,4203.82,97.29,Low,Mission-Critical
2023-02-24 11:00:00,US-East,Compute,709,Hybrid,2473.92,98.27,Medium,Standard
2023-02-24 12:00:00,India-South,Compute,967,Manual,511.36,98.97,Medium,Standard
2023-02-24 13:00:00,Europe-North,Compute,966,Manual,1921.38,97.24,Low,Standard
2023-02-24 14:00:00,US-East,Storage,684,Manual,2179.83,99.7,High,Mission-Critical
2023-02-24 15:00:00,Europe-North,Storage,321,Auto,4805.24,99.07,Medium,Mission-Critical
2023-02-24 16:00:00,US-West,Compute,730,Auto,2870.94,95.51,Medium,Premium
2023-02-24 17:00:00,US-East,Storage,281,Manual,3240.15,97.2,Low,Mission-Critical
2023-02-24 18:00:00,Europe-North,Compute,995,Manual,3931.82,99.97,High,Mission-Critical
2023-02-24 19:00:00,US-West,Compute,829,Hybrid,2884.19,97.05,High,Premium
2023-02-24 20:00:00,India-South,Storage,355,Manual,3032.57,96.93,Low,Standard
2023-02-24 21:00:00,US-West,Storage,187,Hybrid,1302.11,96.47,Low,Mission-Critical
2023-02-24 22:00:00,India-West,Storage,972,Manual,388.45,97.43,High,Premium
2023-02-24 23:00:00,US-West,Storage,886,Manual,3634.79,98.65,High,Mission-Critical
2023-02-25 00:00:00,US-West,Storage,591,Manual,4258.56,95.24,Low,Premium
2023-02-25 01:00:00,India-West,Storage,435,Hybrid,2118.8,99.18,Medium,Standard
2023-02-25 02:00:00,Europe-North,Storage,637,Hybrid,2789.68,99.59,High,Mission-Critical
2023-02-25 03:00:00,Europe-North,Compute,506,Hybrid,1605.7,98.91,High,Premium
2023-02-25 04:00:00,US-West,Storage,732,Auto,2306.08,99.58,High,Standard
2023-02-25 05:00:00,India-West,Compute,388,Auto,1123.56,95.47,High,Premium
2023-02-25 06:00:00,India-West,Storage,461,Manual,3823.45,97.25,Low,Premium
2023-02-25 07:00:00,India-South,Storage,540,Hybrid,2510.37,95.36,Medium,Mission-Critical
2023-02-25 08:00:00,Europe-North,Compute,129,Hybrid,2781.07,99.18,High,Standard
2023-02-25 09:00:00,US-East,Compute,813,Manual,281.73,99.76,Medium,Mission-Critical
2023-02-25 10:00:00,Europe-North,Compute,993,Manual,3149.75,96.49,Low,Standard
2023-02-25 11:00:00,Europe-North,Compute,647,Manual,1093.01,97.68,Low,Mission-Critical
2023-02-25 12:00:00,India-South,Storage,736,Manual,1978.63,96.49,Low,Standard
2023-02-25 13:00:00,US-East,Storage,322,Hybrid,2122.31,96.89,Medium,Premium
2023-02-25 14:00:00,India-South,Compute,846,Auto,2298.79,97.38,High,Standard
2023-02-25 15:00:00,US-East,Compute,223,Hybrid,1214.44,98.95,Low,Premium
2023-02-25 16:00:00,US-West,Storage,782,Auto,4265.54,95.73,High,Premium
2023-02-25 17:00:00,US-East,Storage,792,Manual,2196.47,95.79,Medium,Mission-Critical
2023-02-25 18:00:00,India-South,Compute,314,Auto,3099.46,96.01,Low,Standard
2023-02-25 19:00:00,Europe-North,Storage,217,Hybrid,3108.29,95.27,Low,Mission-Critical
2023-02-25 20:00:00,US-East,Storage,326,Hybrid,3074.22,98.22,High,Standard
2023-02-25 21:00:00,US-East,Compute,990,Hybrid,2840.66,95.95,Low,Standard
2023-02-25 22:00:00,India-West,Compute,543,Hybrid,4130.87,97.19,Medium,Mission-Critical
2023-02-25 23:00:00,Europe-North,Compute,648,Hybrid,4081.83,98.43,Medium,Standard
2023-02-26 00:00:00,US-West,Compute,928,Hybrid,2144.01,97.24,Low,Mission-Critical
2023-02-26 01:00:00,India-South,Storage,707,Manual,3215.65,99.53,Low,Premium
2023-02-26 02:00:00,US-West,Compute,731,Auto,603.86,98.85,High,Premium
2023-02-26 03:00:00,Europe-North,Storage,536,Manual,544.79,96.37,Medium,Standard
2023-02-26 04:00:00,US-East,Storage,111,Auto,2451.59,95.65,High,Mission-Critical
2023-02-26 05:00:00,US-East,Storage,221,Auto,4511.0,99.47,Medium,Standard
2023-02-26 06:00:00,Europe-North,Storage,646,Auto,3285.0,96.98,Medium,Premium
2023-02-26 07:00:00,US-East,Compute,588,Hybrid,3379.16,96.91,Medium,Standard
2023-02-26 08:00:00,US-East,Storage,350,Hybrid,872.6,99.05,Medium,Premium
2023-02-26 09:00:00,US-East,Compute,678,Hybrid,2321.19,95.05,Medium,Premium
2023-02-26 10:00:00,India-South,Storage,581,Auto,2063.88,97.26,Low,Premium
2023-02-26 11:00:00,India-South,Compute,649,Auto,3936.59,98.57,Medium,Mission-Critical
2023-02-26 12:00:00,India-West,Storage,379,Auto,775.34,99.24,Low,Mission-Critical
2023-02-26 13:00:00,US-West,Storage,841,Manual,2742.04,99.43,Low,Premium
2023-02-26 14:00:00,Europe-North,Compute,436,Hybrid,4565.62,97.33,High,Premium
2023-02-26 15:00:00,Europe-North,Compute,267,Hybrid,4473.05,99.24,Low,Premium
2023-02-26 16:00:00,Europe-North,Compute,427,Hybrid,4276.45,95.18,High,Premium
2023-02-26 17:00:00,India-West,Compute,345,Manual,1937.43,96.53,Medium,Mission-Critical
2023-02-26 18:00:00,India-South,Storage,690,Manual,4711.39,95.05,Low,Mission-Critical
2023-02-26 19:00:00,India-West,Storage,725,Manual,4045.97,95.83,Low,Mission-Critical
2023-02-26 20:00:00,Europe-North,Storage,400,Auto,4270.59,98.62,High,Mission-Critical
2023-02-26 21:00:00,US-West,Storage,828,Manual,4668.53,95.02,High,Standard
2023-02-26 22:00:00,US-East,Storage,299,Auto,4691.31,97.62,High,Standard
2023-02-26 23:00:00,India-South,Compute,992,Auto,1276.32,97.07,Low,Mission-Critical
2023-02-27 00:00:00,India-South,Compute,599,Hybrid,725.67,95.61,Medium,Standard
2023-02-27 01:00:00,India-West,Storage,963,Hybrid,3485.29,98.43,High,Premium
2023-02-27 02:00:00,India-South,Compute,853,Manual,2859.75,98.47,High,Standard
2023-02-27 03:00:00,Europe-North,Storage,112,Auto,1704.39,98.63,Medium,Mission-Critical
2023-02-27 04:00:00,Europe-North,Storage,465,Auto,3453.8,98.83,Medium,Mission-Critical
2023-02-27 05:00:00,India-West,Compute,818,Auto,403.78,96.57,Medium,Premium
2023-02-27 06:00:00,Europe-North,Storage,873,Hybrid,331.32,99.97,Medium,Mission-Critical
2023-02-27 07:00:00,US-West,Compute,196,Hybrid,1836.12,95.36,Medium,Mission-Critical
2023-02-27 08:00:00,India-West,Storage,170,Hybrid,1049.85,98.24,High,Mission-Critical
2023-02-27 09:00:00,US-West,Compute,914,Hybrid,3620.92,99.85,High,Mission-Critical
2023-02-27 10:00:00,US-East,Storage,960,Hybrid,4745.31,96.12,Medium,Mission-Critical
2023-02-27 11:00:00,US-West,Storage,841,Hybrid,3341.97,96.39,Low,Mission-Critical
2023-02-27 12:00:00,US-East,Compute,456,Manual,3308.44,97.88,Low,Standard
2023-02-27 13:00:00,US-East,Storage,911,Manual,132.32,98.91,Medium,Mission-Critical
2023-02-27 14:00:00,US-West,Storage,643,Manual,2610.16,96.64,High,Premium
2023-02-27 15:00:00,India-West,Compute,349,Manual,4103.8,99.18,High,Standard
2023-02-27 16:00:00,Europe-North,Compute,353,Auto,3305.19,96.21,Medium,Mission-Critical
2023-02-27 17:00:00,Europe-North,Compute,870,Hybrid,1216.13,99.37,Low,Standard
2023-02-27 18:00:00,US-East,Storage,281,Hybrid,4257.53,96.26,Low,Mission-Critical
2023-02-27 19:00:00,US-East,Compute,951,Manual,4825.45,98.09,Medium,Mission-Critical
2023-02-27 20:00:00,India-West,Compute,265,Auto,1467.06,96.79,High,Standard
2023-02-27 21:00:00,India-South,Compute,103,Manual,1114.76,96.61,Medium,Standard
2023-02-27 22:00:00,US-West,Storage,562,Hybrid,1758.78,96.77,High,Premium
2023-02-27 23:00:00,US-East,Compute,244,Manual,409.48,97.5,Low,Standard
2023-02-28 00:00:00,Europe-North,Storage,264,Auto,4379.82,99.23,Medium,Mission-Critical
2023-02-28 01:00:00,India-West,Storage,443,Hybrid,4653.57,98.8,Low,Mission-Critical
2023-02-28 02:00:00,US-West,Compute,973,Auto,3203.18,97.25,Medium,Premium
2023-02-28 03:00:00,India-West,Storage,204,Manual,3845.24,96.41,Medium,Standard
2023-02-28 04:00:00,US-West,Storage,647,Hybrid,3376.39,99.27,High,Standard
2023-02-28 05:00:00,US-West,Storage,413,Auto,1949.04,99.35,Medium,Premium
2023-02-28 06:00:00,US-East,Storage,268,Auto,3197.01,97.27,Low,Standard
2023-02-28 07:00:00,India-West,Storage,619,Auto,4197.97,98.48,Low,Standard
2023-02-28 08:00:00,India-West,Compute,697,Hybrid,4068.55,96.85,Medium,Standard
2023-02-28 09:00:00,Europe-North,Compute,535,Hybrid,497.18,95.75,Low,Standard
2023-02-28 10:00:00,Europe-North,Compute,708,Manual,2366.74,96.61,High,Mission-Critical
2023-02-28 11:00:00,US-East,Storage,611,Manual,2046.88,98.41,Medium,Standard
2023-02-28 12:00:00,US-East,Compute,508,Hybrid,3784.84,98.85,High,Premium
2023-02-28 13:00:00,India-South,Storage,535,Auto,2556.74,99.26,Low,Premium
2023-02-28 14:00:00,Europe-North,Storage,414,Hybrid,1813.54,95.09,Medium,Premium
2023-02-28 15:00:00,US-West,Storage,641,Hybrid,3561.11,97.43,High,Standard
2023-02-28 16:00:00,India-West,Storage,712,Hybrid,2420.53,96.37,Medium,Mission-Critical
2023-02-28 17:00:00,US-East,Compute,678,Hybrid,1357.46,98.42,Medium,Premium
2023-02-28 18:00:00,India-West,Storage,999,Manual,4463.04,96.23,Low,Premium
2023-02-28 19:00:00,India-West,Compute,960,Manual,653.93,97.83,High,Mission-Critical
2023-02-28 20:00:00,India-South,Compute,162,Auto,188.63,98.56,Low,Premium
2023-02-28 21:00:00,Europe-North,Storage,131,Hybrid,805.16,98.85,Medium,Standard
2023-02-28 22:00:00,US-East,Compute,698,Hybrid,901.85,96.35,Low,Premium
2023-02-28 23:00:00,India-West,Compute,310,Manual,2736.41,95.44,Medium,Standard
2023-03-01 00:00:00,US-East,Compute,562,Manual,3161.84,96.09,Medium,Mission-Critical
2023-03-01 01:00:00,US-West,Storage,662,Hybrid,2298.19,98.0,Medium,Mission-Critical
2023-03-01 02:00:00,India-South,Storage,674,Manual,1100.44,95.2,High,Premium
2023-03-01 03:00:00,US-West,Storage,179,Hybrid,747.74,95.79,High,Standard
2023-03-01 04:00:00,US-East,Compute,442,Auto,2511.54,99.98,Medium,Mission-Critical
2023-03-01 05:00:00,US-East,Compute,331,Auto,2870.87,96.91,Medium,Premium
2023-03-01 06:00:00,Europe-North,Storage,977,Auto,1589.41,97.48,Low,Premium
2023-03-01 07:00:00,India-West,Storage,712,Hybrid,1180.16,95.06,Low,Premium
2023-03-01 08:00:00,India-West,Compute,228,Manual,494.9,97.96,Low,Mission-Critical
2023-03-01 09:00:00,US-West,Storage,118,Auto,228.6,96.63,Medium,Standard
2023-03-01 10:00:00,India-South,Storage,456,Hybrid,618.11,97.65,Low,Standard
2023-03-01 11:00:00,India-West,Compute,518,Auto,3736.19,97.63,Low,Standard
2023-03-01 12:00:00,Europe-North,Compute,705,Auto,1785.69,99.84,High,Premium
2023-03-01 13:00:00,US-West,Storage,180,Manual,234.35,96.34,High,Standard
2023-03-01 14:00:00,US-West,Storage,714,Hybrid,2590.01,97.85,High,Mission-Critical
2023-03-01 15:00:00,Europe-North,Storage,980,Manual,2726.73,96.91,High,Premium
2023-03-01 16:00:00,India-South,Storage,765,Manual,2200.58,97.11,Medium,Mission-Critical
2023-03-01 17:00:00,Europe-North,Compute,880,Manual,642.35,95.28,Medium,Mission-Critical
2023-03-01 18:00:00,India-South,Storage,217,Auto,3799.34,98.44,Low,Mission-Critical
2023-03-01 19:00:00,Europe-North,Storage,953,Auto,3476.5,95.98,High,Standard
2023-03-01 20:00:00,Europe-North,Compute,593,Auto,2034.17,97.34,Medium,Premium
2023-03-01 21:00:00,US-East,Compute,890,Hybrid,1966.0,97.17,High,Premium
2023-03-01 22:00:00,US-West,Compute,591,Manual,864.08,97.34,Low,Mission-Critical
2023-03-01 23:00:00,Europe-North,Compute,974,Auto,3792.39,96.88,Medium,Premium
2023-03-02 00:00:00,Europe-North,Compute,324,Manual,3037.91,96.21,High,Premium
2023-03-02 01:00:00,India-West,Compute,518,Manual,520.39,97.24,Low,Standard
2023-03-02 02:00:00,US-West,Compute,879,Manual,1952.51,95.23,High,Premium
2023-03-02 03:00:00,India-West,Storage,236,Manual,4527.45,96.21,Low,Mission-Critical
2023-03-02 04:00:00,US-West,Storage,325,Manual,2316.64,98.92,High,Premium
2023-03-02 05:00:00,India-West,Compute,433,Auto,1692.14,99.21,High,Mission-Critical
2023-03-02 06:00:00,Europe-North,Storage,328,Hybrid,3254.54,98.58,Low,Premium
2023-03-02 07:00:00,Europe-North,Storage,422,Hybrid,1094.56,98.16,High,Mission-Critical
2023-03-02 08:00:00,US-East,Compute,207,Hybrid,2666.64,99.06,Low,Mission-Critical
2023-03-02 09:00:00,India-West,Compute,911,Hybrid,3380.66,95.64,Low,Premium
2023-03-02 10:00:00,India-South,Compute,544,Manual,4288.9,97.63,High,Mission-Critical
2023-03-02 11:00:00,US-East,Compute,106,Auto,3493.27,95.58,Low,Standard
2023-03-02 12:00:00,India-West,Compute,227,Auto,1983.61,98.89,Medium,Standard
2023-03-02 13:00:00,India-West,Storage,452,Manual,3862.22,97.6,Low,Mission-Critical
2023-03-02 14:00:00,US-East,Storage,366,Manual,4502.16,99.05,Low,Mission-Critical
2023-03-02 15:00:00,Europe-North,Compute,784,Auto,2441.04,99.0,High,Mission-Critical
2023-03-02 16:00:00,India-West,Compute,313,Auto,122.05,97.33,Medium,Premium
2023-03-02 17:00:00,Europe-North,Storage,346,Hybrid,4416.5,97.48,Low,Standard
2023-03-02 18:00:00,US-East,Storage,717,Hybrid,910.67,95.14,High,Premium
2023-03-02 19:00:00,Europe-North,Storage,694,Hybrid,718.99,97.62,High,Premium
2023-03-02 20:00:00,US-West,Compute,903,Auto,1607.62,98.39,Low,Standard
2023-03-02 21:00:00,India-South,Compute,473,Hybrid,1961.92,96.17,Medium,Premium
2023-03-02 22:00:00,India-West,Storage,520,Auto,4016.95,99.93,Medium,Premium
2023-03-02 23:00:00,India-South,Compute,814,Auto,2007.0,99.87,High,Standard
2023-03-03 00:00:00,Europe-North,Storage,140,Manual,339.22,96.41,Low,Mission-Critical
2023-03-03 01:00:00,India-West,Compute,816,Auto,3216.21,98.56,Low,Premium
2023-03-03 02:00:00,Europe-North,Compute,447,Manual,3388.98,95.15,Medium,Premium
2023-03-03 03:00:00,US-West,Storage,660,Manual,4089.68,98.33,Medium,Premium
2023-03-03 04:00:00,US-East,Storage,242,Auto,2054.44,98.12,Medium,Standard
2023-03-03 05:00:00,India-West,Compute,240,Auto,521.75,99.11,Low,Mission-Critical
2023-03-03 06:00:00,US-West,Storage,664,Hybrid,2810.01,96.52,Low,Mission-Critical
2023-03-03 07:00:00,US-West,Compute,206,Auto,692.89,99.39,High,Premium
2023-03-03 08:00:00,India-West,Storage,132,Hybrid,183.67,99.29,Medium,Premium
2023-03-03 09:00:00,Europe-North,Storage,299,Hybrid,3915.06,98.35,High,Premium
2023-03-03 10:00:00,US-West,Compute,218,Auto,2076.71,97.36,High,Standard
2023-03-03 11:00:00,India-South,Compute,899,Hybrid,2672.53,98.09,Medium,Premium
2023-03-03 12:00:00,US-West,Compute,328,Manual,3347.96,98.65,Low,Premium
2023-03-03 13:00:00,Europe-North,Storage,729,Manual,2065.04,99.88,Low,Standard
2023-03-03 14:00:00,Europe-North,Storage,787,Auto,350.54,95.61,Low,Mission-Critical
2023-03-03 15:00:00,India-South,Compute,284,Auto,1338.44,96.57,Low,Mission-Critical
2023-03-03 16:00:00,US-West,Storage,929,Auto,1052.27,98.9,Medium,Premium
2023-03-03 17:00:00,Europe-North,Compute,949,Manual,4889.23,97.05,Medium,Mission-Critical
2023-03-03 18:00:00,India-West,Compute,314,Hybrid,3723.58,98.36,Medium,Standard
2023-03-03 19:00:00,US-East,Compute,832,Manual,2312.59,95.67,Low,Standard
2023-03-03 20:00:00,US-East,Compute,229,Hybrid,410.5,98.55,Medium,Standard
2023-03-03 21:00:00,US-East,Compute,944,Hybrid,667.67,98.37,High,Standard
2023-03-03 22:00:00,US-West,Storage,371,Auto,4083.21,97.93,High,Standard
2023-03-03 23:00:00,India-South,Storage,857,Auto,4732.7,98.83,Low,Mission-Critical
2023-03-04 00:00:00,Europe-North,Compute,734,Auto,253.62,99.4,Medium,Mission-Critical
2023-03-04 01:00:00,India-West,Storage,107,Manual,4560.95,99.15,High,Mission-Critical
2023-03-04 02:00:00,India-West,Compute,502,Manual,1964.76,95.64,Low,Mission-Critical
2023-03-04 03:00:00,US-West,Storage,678,Manual,1146.8,98.72,Low,Premium
2023-03-04 04:00:00,US-East,Storage,726,Auto,600.94,97.25,High,Premium
2023-03-04 05:00:00,US-West,Compute,468,Auto,3881.57,96.67,Low,Standard
2023-03-04 06:00:00,India-South,Storage,899,Hybrid,2397.66,99.4,High,Premium
2023-03-04 07:00:00,India-South,Compute,716,Hybrid,4178.88,97.8,Medium,Premium
2023-03-04 08:00:00,Europe-North,Storage,636,Auto,1208.17,97.51,Low,Mission-Critical
2023-03-04 09:00:00,Europe-North,Compute,152,Manual,3424.98,98.92,High,Premium
2023-03-04 10:00:00,India-South,Compute,346,Auto,678.8,97.77,Medium,Standard
2023-03-04 11:00:00,India-South,Compute,436,Manual,539.78,99.29,High,Premium
2023-03-04 12:00:00,India-South,Compute,380,Auto,753.66,95.51,Low,Mission-Critical
2023-03-04 13:00:00,US-West,Compute,132,Auto,4063.62,98.88,High,Premium
2023-03-04 14:00:00,India-South,Compute,898,Hybrid,3312.54,95.82,Medium,Premium
2023-03-04 15:00:00,India-West,Storage,647,Manual,913.22,96.13,High,Premium
2023-03-04 16:00:00,US-East,Compute,442,Manual,1985.38,95.9,High,Premium
2023-03-04 17:00:00,India-South,Storage,990,Auto,3842.06,96.19,Low,Mission-Critical
2023-03-04 18:00:00,US-East,Compute,338,Hybrid,1499.8,98.66,Low,Mission-Critical
2023-03-04 19:00:00,US-West,Storage,591,Auto,4614.19,98.28,Medium,Standard
2023-03-04 20:00:00,US-East,Compute,828,Auto,4581.55,96.15,Low,Standard
2023-03-04 21:00:00,US-West,Compute,276,Manual,2809.21,96.35,Medium,Mission-Critical
2023-03-04 22:00:00,India-West,Storage,143,Auto,3196.67,95.5,Medium,Standard
2023-03-04 23:00:00,US-West,Compute,403,Hybrid,3300.77,97.07,Medium,Mission-Critical
2023-03-05 00:00:00,US-West,Compute,769,Auto,1366.5,96.89,High,Standard
2023-03-05 01:00:00,Europe-North,Compute,368,Hybrid,1890.07,95.73,Low,Standard
2023-03-05 02:00:00,India-South,Compute,782,Manual,766.11,99.17,High,Premium
2023-03-05 03:00:00,India-South,Storage,832,Manual,4631.87,99.26,High,Mission-Critical
2023-03-05 04:00:00,India-West,Compute,499,Auto,3646.86,95.55,High,Standard
2023-03-05 05:00:00,India-West,Storage,841,Hybrid,327.15,96.33,High,Standard
2023-03-05 06:00:00,India-South,Compute,702,Manual,2792.0,98.68,High,Premium
2023-03-05 07:00:00,Europe-North,Compute,530,Hybrid,1781.06,99.35,Low,Standard
2023-03-05 08:00:00,India-South,Compute,520,Manual,4094.91,95.36,Low,Standard
2023-03-05 09:00:00,Europe-North,Compute,230,Manual,1784.62,99.51,Medium,Standard
2023-03-05 10:00:00,India-West,Storage,509,Hybrid,3256.34,95.31,Low,Standard
2023-03-05 11:00:00,US-East,Compute,837,Hybrid,912.13,98.17,High,Standard
2023-03-05 12:00:00,India-West,Compute,324,Hybrid,2837.9,95.11,High,Premium
2023-03-05 13:00:00,India-West,Compute,242,Manual,1540.04,99.64,Medium,Standard
2023-03-05 14:00:00,US-West,Storage,677,Hybrid,907.95,96.77,Low,Standard
2023-03-05 15:00:00,US-West,Storage,639,Auto,3134.37,98.24,Low,Standard
2023-03-05 16:00:00,US-West,Storage,224,Hybrid,3229.34,95.92,Medium,Mission-Critical
2023-03-05 17:00:00,US-West,Storage,311,Manual,4918.43,96.61,High,Mission-Critical
2023-03-05 18:00:00,Europe-North,Compute,527,Hybrid,3378.62,98.74,High,Standard
2023-03-05 19:00:00,India-South,Compute,536,Hybrid,2626.98,99.86,High,Premium
2023-03-05 20:00:00,US-East,Storage,691,Hybrid,4571.84,99.96,High,Standard
2023-03-05 21:00:00,India-West,Compute,337,Auto,4158.58,99.05,High,Mission-Critical
2023-03-05 22:00:00,Europe-North,Compute,743,Manual,2788.86,99.24,Low,Mission-Critical
2023-03-05 23:00:00,US-East,Storage,427,Auto,2605.61,99.85,Medium,Premium
2023-03-06 00:00:00,Europe-North,Compute,911,Auto,4715.65,95.2,Medium,Standard
2023-03-06 01:00:00,Europe-North,Storage,218,Manual,3123.92,95.85,Low,Mission-Critical
2023-03-06 02:00:00,India-West,Storage,145,Manual,3597.52,95.26,Low,Mission-Critical
2023-03-06 03:00:00,India-South,Storage,183,Hybrid,524.73,97.51,Low,Premium
2023-03-06 04:00:00,US-West,Storage,893,Manual,3619.7,99.79,High,Mission-Critical
2023-03-06 05:00:00,India-South,Storage,451,Hybrid,1396.94,97.91,Medium,Mission-Critical
2023-03-06 06:00:00,India-West,Storage,112,Auto,666.14,97.78,Low,Premium
2023-03-06 07:00:00,India-West,Compute,736,Hybrid,4263.36,99.13,Low,Premium
2023-03-06 08:00:00,India-West,Compute,936,Manual,3486.84,99.64,Medium,Premium
2023-03-06 09:00:00,US-East,Compute,271,Hybrid,2097.07,98.49,Low,Mission-Critical
2023-03-06 10:00:00,India-South,Storage,333,Auto,2213.94,99.48,High,Mission-Critical
2023-03-06 11:00:00,India-South,Storage,280,Manual,1065.88,95.88,Low,Standard
2023-03-06 12:00:00,Europe-North,Storage,150,Manual,146.8,97.52,Low,Standard
2023-03-06 13:00:00,Europe-North,Compute,880,Hybrid,1811.86,96.82,Low,Standard
2023-03-06 14:00:00,Europe-North,Compute,780,Hybrid,827.23,96.66,Medium,Premium
2023-03-06 15:00:00,India-West,Storage,494,Hybrid,2166.46,96.07,High,Mission-Critical
2023-03-06 16:00:00,India-South,Storage,927,Auto,4185.74,99.47,Low,Mission-Critical
2023-03-06 17:00:00,India-West,Storage,899,Auto,662.3,97.25,High,Standard
2023-03-06 18:00:00,US-East,Storage,528,Manual,549.59,97.65,High,Premium
2023-03-06 19:00:00,Europe-North,Storage,373,Manual,4520.3,96.38,High,Mission-Critical
2023-03-06 20:00:00,India-West,Compute,960,Auto,3751.18,99.81,High,Standard
